FIPS5,yr,population
47057,2015,22844
47057,2016,23089
47057,2017,23124
47057,2018,23145
47059,2014,68467
47059,2015,68521
47059,2016,68511
47059,2017,68759
47059,2018,69087
47061,2014,13374
47061,2015,13335
47061,2016,13264
47061,2017,13334
47061,2018,13346
47063,2014,62979
47063,2015,63375
47063,2016,63665
47063,2017,64111
47063,2018,64569
47065,2014,350683
47065,2015,353769
47065,2016,357858
47065,2017,361132
47065,2018,364286
47067,2014,6624
47067,2015,6579
47067,2016,6588
47067,2017,6584
47067,2018,6549
47069,2014,25930
47069,2015,25782
47069,2016,25477
47069,2017,25401
47069,2018,25220
47071,2014,25802
47071,2015,25754
47071,2016,25740
47071,2017,25783
47071,2018,25776
47073,2014,56372
47073,2015,56251
47073,2016,56389
47073,2017,56470
47073,2018,56530
47075,2014,18173
47075,2015,17985
47075,2016,17807
47075,2017,17596
47075,2018,17335
47077,2014,27990
47077,2015,27969
47077,2016,27765
47077,2017,27726
47077,2018,27847
47079,2014,32239
47079,2015,32134
47079,2016,32245
47079,2017,32420
47079,2018,32358
47081,2014,24443
47081,2015,24378
47081,2016,24660
47081,2017,24848
47081,2018,25063
47083,2014,8219
47083,2015,8123
47083,2016,8100
47083,2017,8173
47083,2018,8263
47085,2014,18146
47085,2015,18143
47085,2016,18367
47085,2017,18449
47085,2018,18486
47087,2014,11521
47087,2015,11526
47087,2016,11594
47087,2017,11677
47087,2018,11758
47089,2014,52388
47089,2015,52981
47089,2016,53122
47089,2017,53732
47089,2018,54012
47091,2014,17932
47091,2015,17833
47091,2016,17761
47091,2017,17641
47091,2018,17778
47093,2014,447892
47093,2015,451161
47093,2016,455650
47093,2017,460932
47093,2018,465289
47095,2014,7670
47095,2015,7573
47095,2016,7516
47095,2017,7459
47095,2018,7411
47097,2014,27354
47097,2015,26916
47097,2016,25280
47097,2017,26108
47097,2018,25825
47099,2014,42211
47099,2015,42450
47099,2016,42963
47099,2017,43327
47099,2018,43734
47101,2014,11897
47101,2015,11884
47101,2016,11893
47101,2017,12022
47101,2018,12086
47103,2014,33442
47103,2015,33607
47103,2016,33555
47103,2017,33833
47103,2018,34117
47105,2014,50565
47105,2015,50909
47105,2016,51348
47105,2017,52175
47105,2018,53054
47107,2014,52555
47107,2015,52469
47107,2016,52660
47107,2017,52895
47107,2018,53285
47109,2014,26028
47109,2015,25864
47109,2016,25803
47109,2017,25989
47109,2018,25832
47111,2014,22917
47111,2015,23052
47111,2016,23311
47111,2017,23892
47111,2018,24265
47113,2014,98104
47113,2015,97578
47113,2016,97535
47113,2017,97586
47113,2018,97605
47115,2014,28358
47115,2015,28383
47115,2016,28351
47115,2017,28418
47115,2018,28575
47117,2014,31242
47117,2015,31543
47117,2016,31944
47117,2017,32934
47117,2018,33683
47119,2014,85370
47119,2015,87405
47119,2016,89546
47119,2017,92220
47119,2018,94340
47121,2014,11701
47121,2015,11790
47121,2016,11955
47121,2017,12056
47121,2018,12306
47123,2014,45392
47123,2015,45655
47123,2016,45879
47123,2017,46098
47123,2018,46357
47125,2014,188964
47125,2015,192469
47125,2016,194538
47125,2017,200015
47125,2018,205950
47127,2014,6296
47127,2015,6255
47127,2016,6284
47127,2017,6363
47127,2018,6411
47129,2014,21686
47129,2015,21485
47129,2016,21718
47129,2017,21514
47129,2018,21579
47131,2014,30822
47131,2015,30574
47131,2016,30536
47131,2017,30403
47131,2018,30267
47133,2014,21944
47133,2015,22062
47133,2016,21957
47133,2017,21990
47133,2018,22068
47135,2014,7817
47135,2015,7848
47135,2016,7868
47135,2017,7962
47135,2018,8064
47137,2014,5074
47137,2015,5133
47137,2016,5089
47137,2017,5063
47137,2018,5082
47139,2014,16686
47139,2015,16771
47139,2016,16791
47139,2017,16765
47139,2018,16898
47141,2014,74946
47141,2015,75071
47141,2016,75973
47141,2017,77366
47141,2018,78843
47143,2014,32558
47143,2015,32372
47143,2016,32425
47143,2017,32742
47143,2018,33044
47145,2014,52823
47145,2015,52728
47145,2016,52862
47145,2017,52932
47145,2018,53140
47147,2014,67904
47147,2015,68466
47147,2016,69184
47147,2017,70154
47147,2018,71012
47149,2014,288703
47149,2015,297949
47149,2016,307422
47149,2017,316677
47149,2018,324890
47151,2014,21988
47151,2015,21889
47151,2016,21869
47151,2017,21985
47151,2018,22039
47153,2014,14638
47153,2015,14635
47153,2016,14747
47153,2017,14752
47153,2018,14876
47155,2014,94512
47155,2015,95386
47155,2016,96370
47155,2017,97277
47155,2018,97892
47157,2014,938576
47157,2015,937953
47157,2016,936759
47157,2017,935973
47157,2018,935764
47159,2014,19026
47159,2015,19228
47159,2016,19444
47159,2017,19650
47159,2018,19942
47161,2014,13218
47161,2015,13197
47161,2016,13162
47161,2017,13368
47161,2018,13561
47163,2014,156504
47163,2015,156310
47163,2016,156238
47163,2017,156951
47163,2018,157668
47165,2014,172243
47165,2015,175247
47165,2016,179143
47165,2017,183584
47165,2018,187149
47167,2014,61594
47167,2015,61535
47167,2016,61210
47167,2017,61311
47167,2018,61581
47169,2014,7997
47169,2015,8045
47169,2016,9955
47169,2017,10855
47169,2018,11012
47171,2014,17919
47171,2015,17791
47171,2016,17673
47171,2017,17755
47171,2018,17761
47173,2014,18987
47173,2015,19160
47173,2016,19225
47173,2017,19407
47173,2018,19688
47175,2014,5654
47175,2015,5693
47175,2016,5699
47175,2017,5708
47175,2018,5765
47177,2014,39991
47177,2015,40269
47177,2016,40443
47177,2017,40690
47177,2018,40878
47179,2014,125753
47179,2015,126116
47179,2016,127186
47179,2017,127613
47179,2018,128607
47181,2014,16789
47181,2015,16680
47181,2016,16661
47181,2017,16556
47181,2018,16558
47183,2014,33990
47183,2015,33847
47183,2016,33580
47183,2017,33296
47183,2018,33415
47185,2014,26234
47185,2015,26367
47185,2016,26449
47185,2017,26744
47185,2018,27107
47187,2014,205258
47187,2015,211524
47187,2016,218810
47187,2017,225920
47187,2018,231729
47189,2014,125196
47189,2015,128526
47189,2016,132428
47189,2017,136540
47189,2018,140625
48001,2014,57849
48001,2015,57646
48001,2016,57550
48001,2017,58212
48001,2018,58057
48003,2014,17445
48003,2015,18083
48003,2016,17805
48003,2017,17631
48003,2018,18128
48005,2014,87599
48005,2015,87874
48005,2016,87759
48005,2017,87711
48005,2018,87092
48007,2014,24570
48007,2015,24815
48007,2016,25191
48007,2017,25447
48007,2018,23792
48009,2014,8837
48009,2015,8758
48009,2016,8780
48009,2017,8786
48009,2018,8786
48011,2014,1913
48011,2015,1901
48011,2016,1843
48011,2017,1881
48011,2018,1892
48013,2014,47708
48013,2015,48349
48013,2016,48703
48013,2017,49069
48013,2018,50310
48015,2014,28972
48015,2015,29473
48015,2016,29636
48015,2017,29757
48015,2018,29989
48017,2014,6970
48017,2015,7222
48017,2016,7185
48017,2017,7054
48017,2018,7027
48019,2014,20816
48019,2015,21148
48019,2016,21705
48019,2017,22324
48019,2018,22824
48021,2014,77994
48021,2015,80281
48021,2016,82827
48021,2017,84809
48021,2018,86976
48023,2014,3567
48023,2015,3609
48023,2016,3638
48023,2017,3559
48023,2018,3582
48025,2014,32846
48025,2015,32612
48025,2016,32809
48025,2017,32599
48025,2018,32587
48027,2014,330208
48027,2015,336174
48027,2016,341305
48027,2017,347851
48027,2018,355642
48029,2014,1858787
48029,2015,1896116
48029,2016,1929530
48029,2017,1958841
48029,2018,1986049
48031,2014,10817
48031,2015,11042
48031,2016,11323
48031,2017,11513
48031,2018,11702
48033,2014,665
48033,2015,655
48033,2016,657
48033,2017,670
48033,2018,648
48035,2014,17719
48035,2015,17868
48035,2016,18014
48035,2017,18318
48035,2018,18691
48037,2014,93502
48037,2015,93494
48037,2016,93994
48037,2017,93977
48037,2018,94324
48039,2014,337698
48039,2015,345617
48039,2016,353778
48039,2017,362700
48039,2018,370200
48041,2014,209030
48041,2015,216450
48041,2016,220156
48041,2017,223572
48041,2018,226758
48043,2014,9151
48043,2015,9136
48043,2016,9197
48043,2017,9330
48043,2018,9267
48045,2014,1551
48045,2015,1515
48045,2016,1485
48045,2017,1518
48045,2018,1516
48047,2014,7234
48047,2015,7200
48047,2016,7200
48047,2017,7153
48047,2018,7114
48049,2014,37555
48049,2015,37749
48049,2016,38074
48049,2017,37870
48049,2018,37924
48051,2014,17390
48051,2015,17614
48051,2016,17855
48051,2017,18068
48051,2018,18389
48053,2014,43951
48053,2015,44753
48053,2016,45852
48053,2017,46654
48053,2018,47542
48055,2014,39721
48055,2015,40442
48055,2016,41169
48055,2017,42425
48055,2018,43247
48057,2014,21821
48057,2015,21906
48057,2016,21977
48057,2017,21770
48057,2018,21561
48059,2014,13506
48059,2015,13591
48059,2016,13789
48059,2017,13968
48059,2018,13994
48061,2014,419467
48061,2015,420058
48061,2016,422137
48061,2017,423181
48061,2018,423908
48063,2014,12664
48063,2015,12708
48063,2016,12786
48063,2017,12874
48063,2018,13033
48065,2014,6037
48065,2015,6011
48065,2016,6095
48065,2017,6010
48065,2018,6005
48067,2014,30121
48067,2015,30141
48067,2016,30073
48067,2017,29980
48067,2018,30119
48069,2014,7929
48069,2015,7797
48069,2016,7783
48069,2017,7760
48069,2018,7665
48071,2014,38290
48071,2015,39068
48071,2016,40247
48071,2017,41399
48071,2018,42454
48073,2014,51219
48073,2015,51594
48073,2016,51926
48073,2017,52182
48073,2018,52592
48075,2014,7194
48075,2015,7167
48075,2016,7196
48075,2017,7281
48075,2018,7291
48077,2014,10377
48077,2015,10357
48077,2016,10249
48077,2017,10495
48077,2018,10456
48079,2014,2944
48079,2015,2975
48079,2016,2910
48079,2017,2853
48079,2018,2836
48081,2014,3215
48081,2015,3227
48081,2016,3261
48081,2017,3303
48081,2018,3370
48083,2014,8417
48083,2015,8316
48083,2016,8412
48083,2017,8415
48083,2018,8397
48085,2014,885827
48085,2015,915665
48085,2016,943719
48085,2017,971393
48085,2018,1005146
48087,2014,3016
48087,2015,3013
48087,2016,3013
48087,2017,2978
48087,2018,2962
48089,2014,20705
48089,2015,20929
48089,2016,21030
48089,2017,21228
48089,2018,21217
48091,2014,123195
48091,2015,128783
48091,2016,134346
48091,2017,140790
48091,2018,148373
48093,2014,13475
48093,2015,13389
48093,2016,13531
48093,2017,13547
48093,2018,13534
48095,2014,4104
48095,2015,4175
48095,2016,4297
48095,2017,4311
48095,2018,4276
48097,2014,38771
48097,2015,39173
48097,2016,39355
48097,2017,39984
48097,2018,40574
48099,2014,76178
48099,2015,76197
48099,2016,74879
48099,2017,74883
48099,2018,74808
48101,2014,1429
48101,2015,1439
48101,2016,1402
48101,2017,1381
48101,2018,1389
48103,2014,4904
48103,2015,5002
48103,2016,4783
48103,2017,4713
48103,2018,4794
48105,2014,3790
48105,2015,3738
48105,2016,3647
48105,2017,3555
48105,2018,3499
48107,2014,5825
48107,2015,5917
48107,2016,5912
48107,2017,5872
48107,2018,5779
48109,2014,2283
48109,2015,2256
48109,2016,2224
48109,2017,2237
48109,2018,2204
48111,2014,7224
48111,2015,7288
48111,2016,7293
48111,2017,7211
48111,2018,7200
48113,2014,2520434
48113,2015,2558913
48113,2016,2592844
48113,2017,2622799
48113,2018,2637772
48115,2014,13448
48115,2015,12990
48115,2016,12998
48115,2017,12766
48115,2018,12619
48117,2014,19139
48117,2015,18851
48117,2016,18894
48117,2017,18851
48117,2018,18760
48119,2014,5140
48119,2015,5157
48119,2016,5145
48119,2017,5286
48119,2018,5349
48121,2014,753429
48121,2015,779528
48121,2016,807883
48121,2017,835330
48121,2018,859064
48123,2014,20521
48123,2015,20634
48123,2016,20626
48123,2017,20208
48123,2018,20187
48125,2014,2215
48125,2015,2208
48125,2016,2201
48125,2017,2207
48125,2018,2249
48127,2014,10999
48127,2015,10939
48127,2016,10722
48127,2017,10346
48127,2018,10308
48129,2014,3484
48129,2015,3392
48129,2016,3389
48129,2017,3351
48129,2018,3319
48131,2014,11519
48131,2015,11342
48131,2016,11429
48131,2017,11272
48131,2018,11212
48133,2014,18262
48133,2015,18165
48133,2016,18261
48133,2017,18342
48133,2018,18322
48135,2014,154674
48135,2015,159933
48135,2016,157805
48135,2017,157173
48135,2018,162124
48137,2014,1904
48137,2015,1912
48137,2016,1912
48137,2017,1941
48137,2018,1928
48139,2014,159259
48139,2015,163391
48139,2016,168467
48139,2017,173636
48139,2018,179436
48141,2014,834992
48141,2015,833961
48141,2016,838014
48141,2017,840545
48141,2018,840758
48143,2014,40532
48143,2015,41195
48143,2016,41376
48143,2017,41862
48143,2018,42446
48145,2014,17214
48145,2015,17231
48145,2016,17311
48145,2017,17403
48145,2018,17335
48147,2014,33598
48147,2015,33500
48147,2016,33919
48147,2017,34572
48147,2018,35286
48149,2014,24792
48149,2015,24964
48149,2016,25051
48149,2017,25176
48149,2018,25349
48151,2014,3887
48151,2015,3893
48151,2016,3894
48151,2017,3904
48151,2018,3839
48153,2014,5947
48153,2015,5851
48153,2016,5863
48153,2017,5864
48153,2018,5837
48155,2014,1276
48155,2015,1226
48155,2016,1201
48155,2017,1206
48155,2018,1200
48157,2014,684345
48157,2015,715067
48157,2016,743303
48157,2017,766136
48157,2018,787858
48159,2014,10568
48159,2015,10606
48159,2016,10673
48159,2017,10780
48159,2018,10766
48161,2014,19674
48161,2015,19745
48161,2016,19663
48161,2017,19654
48161,2018,19808
48163,2014,18946
48163,2015,19269
48163,2016,19373
48163,2017,19564
48163,2018,19816
48165,2014,19350
48165,2015,20241
48165,2016,20480
48165,2017,20635
48165,2018,20901
48167,2014,313426
48167,2015,321003
48167,2016,328822
48167,2017,334304
48167,2018,337890
48169,2014,6456
48169,2015,6418
48169,2016,6504
48169,2017,6559
48169,2018,6578
48171,2014,25495
48171,2015,25954
48171,2016,26259
48171,2017,26530
48171,2018,26804
48173,2014,1327
48173,2015,1379
48173,2016,1363
48173,2017,1360
48173,2018,1388
48175,2014,7505
48175,2015,7510
48175,2016,7506
48175,2017,7548
48175,2018,7584
48177,2014,20366
48177,2015,20532
48177,2016,20817
48177,2017,20796
48177,2018,20826
48179,2014,23435
48179,2015,23251
48179,2016,22721
48179,2017,22121
48179,2018,21895
48181,2014,123615
48181,2015,125647
48181,2016,128331
48181,2017,131214
48181,2018,133991
48183,2014,123174
48183,2015,123915
48183,2016,123551
48183,2017,123123
48183,2018,123707
48185,2014,27003
48185,2015,27305
48185,2016,27505
48185,2017,27977
48185,2018,28360
48187,2014,146848
48187,2015,150665
48187,2016,154638
48187,2017,159841
48187,2018,163694
48189,2014,34463
48189,2015,34066
48189,2016,34163
48189,2017,34044
48189,2018,33830
48191,2014,3074
48191,2015,3096
48191,2016,3115
48191,2017,3059
48191,2018,3028
48193,2014,8159
48193,2015,8079
48193,2016,8231
48193,2017,8394
48193,2018,8484
48195,2014,5562
48195,2015,5647
48195,2016,5580
48195,2017,5483
48195,2018,5463
48197,2014,3991
48197,2015,3915
48197,2016,3969
48197,2017,3964
48197,2018,3922
48199,2014,55508
48199,2015,55761
48199,2016,56260
48199,2017,57159
48199,2018,57207
48201,2014,4458709
48201,2015,4561939
48201,2016,4629189
48201,2017,4664159
48201,2018,4698619
48203,2014,66610
48203,2015,66710
48203,2016,66640
48203,2017,66540
48203,2018,66726
48205,2014,6056
48205,2015,5700
48205,2016,5737
48205,2017,5721
48205,2018,5619
48207,2014,5809
48207,2015,5843
48207,2016,5796
48207,2017,5783
48207,2018,5813
48209,2014,184895
48209,2015,194591
48209,2016,204358
48209,2017,214277
48209,2018,222631
48211,2014,4164
48211,2015,4273
48211,2016,4098
48211,2017,3945
48211,2018,3825
48213,2014,79302
48213,2015,79507
48213,2016,80129
48213,2017,81061
48213,2018,82299
48215,2014,830824
48215,2015,841061
48215,2016,850798
48215,2017,858323
48215,2018,865939
48217,2014,34776
48217,2015,34871
48217,2016,35173
48217,2017,35819
48217,2018,36354
48219,2014,23469
48219,2015,23317
48219,2016,23048
48219,2017,22995
48219,2018,22980
48221,2014,53820
48221,2015,55290
48221,2016,56703
48221,2017,58154
48221,2018,60537
48223,2014,35696
48223,2015,35990
48223,2016,36212
48223,2017,36493
48223,2018,36810
48225,2014,22815
48225,2015,22758
48225,2016,22915
48225,2017,23116
48225,2018,23169
48227,2014,36602
48227,2015,37282
48227,2016,36792
48227,2017,36198
48227,2018,36459
48229,2014,3308
48229,2015,3539
48229,2016,4246
48229,2017,4600
48229,2018,4795
48231,2014,88679
48231,2015,89719
48231,2016,91943
48231,2017,93927
48231,2018,96493
48233,2014,21921
48233,2015,21810
48233,2016,21562
48233,2017,21362
48233,2018,21198
48235,2014,1574
48235,2015,1543
48235,2016,1562
48235,2017,1511
48235,2018,1522
48237,2014,8885
48237,2015,8883
48237,2016,8779
48237,2017,8821
48237,2018,8843
48239,2014,14726
48239,2015,14810
48239,2016,14874
48239,2017,14818
48239,2018,14874
48241,2014,35421
48241,2015,35260
48241,2016,35416
48241,2017,35550
48241,2018,35872
48243,2014,2217
48243,2015,2199
48243,2016,2232
48243,2017,2271
48243,2018,2252
48245,2014,252915
48245,2015,255232
48245,2016,256311
48245,2017,256591
48245,2018,255001
48247,2014,5334
48247,2015,5307
48247,2016,5275
48247,2017,5245
48247,2018,5248
48249,2014,41503
48249,2015,41526
48249,2016,41181
48249,2017,40930
48249,2018,40822
48251,2014,156754
48251,2015,159368
48251,2016,162793
48251,2017,167101
48251,2018,171361
48253,2014,19846
48253,2015,19972
48253,2016,19969
48253,2017,19852
48253,2018,19817
48255,2014,14913
48255,2015,15400
48255,2016,15456
48255,2017,15516
48255,2018,15650
48257,2014,110913
48257,2015,114140
48257,2016,118030
48257,2017,122845
48257,2018,128622
48259,2014,38402
48259,2015,39965
48259,2016,41919
48259,2017,43984
48259,2018,45641
48261,2014,437
48261,2015,440
48261,2016,434
48261,2017,422
48261,2018,442
48263,2014,748
48263,2015,747
48263,2016,748
48263,2017,760
48263,2018,726
48265,2014,50334
48265,2015,50854
48265,2016,51384
48265,2017,51850
48265,2018,52405
48267,2014,4466
48267,2015,4393
48267,2016,4415
48267,2017,4406
48267,2018,4362
48269,2014,263
48269,2015,281
48269,2016,291
48269,2017,289
48269,2018,277
48271,2014,3555
48271,2015,3608
48271,2016,3670
48271,2017,3775
48271,2018,3767
48273,2014,31910
48273,2015,31487
48273,2016,31447
48273,2017,31152
48273,2018,31129
48275,2014,3802
48275,2015,3794
48275,2016,3733
48275,2017,3683
48275,2018,3653
48277,2014,49417
48277,2015,49380
48277,2016,49536
48277,2017,49597
48277,2018,49728
48279,2014,13484
48279,2015,13265
48279,2016,13205
48279,2017,13198
48279,2018,13158
48281,2014,20113
48281,2015,20379
48281,2016,20560
48281,2017,20919
48281,2018,21229
48283,2014,7486
48283,2015,7650
48283,2016,7611
48283,2017,7567
48283,2018,7531
48285,2014,19783
48285,2015,19916
48285,2016,19875
48285,2017,20019
48285,2018,20110
48287,2014,16626
48287,2015,16873
48287,2016,16976
48287,2017,17139
48287,2018,17144
48289,2014,16737
48289,2015,17034
48289,2016,17200
48289,2017,17249
48289,2018,17270
48291,2014,78056
48291,2015,79611
48291,2016,81513
48291,2017,83809
48291,2018,86323
48293,2014,23538
48293,2015,23475
48293,2016,23527
48293,2017,23517
48293,2018,23519
48295,2014,3553
48295,2015,3563
48295,2016,3499
48295,2017,3376
48295,2018,3355
48297,2014,12057
48297,2015,12177
48297,2016,12029
48297,2017,12185
48297,2018,12166
48299,2014,19662
48299,2015,20083
48299,2016,20606
48299,2017,21205
48299,2018,21646
48301,2014,89
48301,2015,119
48301,2016,117
48301,2017,136
48301,2018,152
48303,2014,294488
48303,2015,298365
48303,2016,302129
48303,2017,304875
48303,2018,307412
48305,2014,5799
48305,2015,5747
48305,2016,5775
48305,2017,5841
48305,2018,5877
48307,2014,8157
48307,2015,8259
48307,2016,8127
48307,2017,7960
48307,2018,7987
48309,2014,243220
48309,2015,245523
48309,2016,247649
48309,2017,251147
48309,2018,254607
48311,2014,800
48311,2015,835
48311,2016,820
48311,2017,785
48311,2018,749
48313,2014,13869
48313,2015,13970
48313,2016,14122
48313,2017,14255
48313,2018,14422
48315,2014,10153
48315,2015,10135
48315,2016,10124
48315,2017,10073
48315,2018,9928
48317,2014,5462
48317,2015,5653
48317,2016,5638
48317,2017,5562
48317,2018,5753
48319,2014,4096
48319,2015,4058
48319,2016,4167
48319,2017,4203
48319,2018,4280
48321,2014,36501
48321,2015,36775
48321,2016,37076
48321,2017,36811
48321,2018,36552
48323,2014,57197
48323,2015,57806
48323,2016,58134
48323,2017,58227
48323,2018,58485
48325,2014,47839
48325,2015,48419
48325,2016,49280
48325,2017,50210
48325,2018,50921
48327,2014,2128
48327,2015,2134
48327,2016,2093
48327,2017,2121
48327,2018,2139
48329,2014,156787
48329,2015,162359
48329,2016,163862
48329,2017,165386
48329,2018,172578
48331,2014,24145
48331,2015,24370
48331,2016,24691
48331,2017,24985
48331,2018,25131
48333,2014,4871
48333,2015,4889
48333,2016,4890
48333,2017,4937
48333,2018,4921
48335,2014,9074
48335,2015,8864
48335,2016,8477
48335,2017,8232
48335,2018,8145
48337,2014,19368
48337,2015,19257
48337,2016,19396
48337,2017,19429
48337,2018,19596
48339,2014,517328
48339,2015,536124
48339,2016,555703
48339,2017,572146
48339,2018,590925
48341,2014,22006
48341,2015,21825
48341,2016,21810
48341,2017,21878
48341,2018,21485
48343,2014,12606
48343,2015,12369
48343,2016,12426
48343,2017,12381
48343,2018,12339
48345,2014,1149
48345,2015,1146
48345,2016,1169
48345,2017,1229
48345,2018,1234
48347,2014,65248
48347,2015,65538
48347,2016,65693
48347,2017,65599
48347,2018,65711
48349,2014,47947
48349,2015,48209
48349,2016,48417
48349,2017,48779
48349,2018,49565
48351,2014,14292
48351,2015,14159
48351,2016,14159
48351,2017,13930
48351,2018,13746
48353,2014,15128
48353,2015,15100
48353,2016,15015
48353,2017,14837
48353,2018,14751
48355,2014,356747
48355,2015,360616
48355,2016,361786
48355,2017,361014
48355,2018,362265
48357,2014,10727
48357,2015,10717
48357,2016,10290
48357,2017,10060
48357,2018,9947
48359,2014,2069
48359,2015,2064
48359,2016,2074
48359,2017,2113
48359,2018,2131
48361,2014,83249
48361,2015,83946
48361,2016,84533
48361,2017,84936
48361,2018,83572
48363,2014,28034
48363,2015,27966
48363,2016,28136
48363,2017,28575
48363,2018,28875
48365,2014,23749
48365,2015,23665
48365,2016,23420
48365,2017,23219
48365,2018,23148
48367,2014,122165
48367,2015,125696
48367,2016,129074
48367,2017,133704
48367,2018,138371
48369,2014,9962
48369,2015,9823
48369,2016,9815
48369,2017,9796
48369,2018,9864
48371,2014,15836
48371,2015,16012
48371,2016,15848
48371,2017,15618
48371,2018,15673
48373,2014,45830
48373,2015,46632
48373,2016,47678
48373,2017,49016
48373,2018,50031
48375,2014,122119
48375,2015,121385
48375,2016,120824
48375,2017,120518
48375,2018,119648
48377,2014,7216
48377,2015,7089
48377,2016,7208
48377,2017,7155
48377,2018,6948
48379,2014,11012
48379,2015,11136
48379,2016,11306
48379,2017,11751
48379,2018,12159
48381,2014,128736
48381,2015,130443
48381,2016,132491
48381,2017,134433
48381,2018,136271
48383,2014,3788
48383,2015,3811
48383,2016,3722
48383,2017,3700
48383,2018,3741
48385,2014,3348
48385,2015,3297
48385,2016,3397
48385,2017,3427
48385,2018,3478
48387,2014,12452
48387,2015,12355
48387,2016,12190
48387,2017,12203
48387,2018,12175
48389,2014,14557
48389,2015,14955
48389,2016,15122
48389,2017,15295
48389,2018,15695
48391,2014,7357
48391,2015,7324
48391,2016,7269
48391,2017,7199
48391,2018,7032
48393,2014,914
48393,2015,910
48393,2016,910
48393,2017,937
48393,2018,903
48395,2014,16468
48395,2015,16701
48395,2016,16814
48395,2017,17185
48395,2018,17284
48397,2014,87073
48397,2015,90169
48397,2016,93432
48397,2017,96877
48397,2018,100657
48399,2014,10297
48399,2015,10394
48399,2016,10291
48399,2017,10333
48399,2018,10234
48401,2014,53238
48401,2015,53006
48401,2016,52962
48401,2017,54320
48401,2018,54450
48403,2014,10431
48403,2015,10445
48403,2016,10382
48403,2017,10441
48403,2018,10589
48405,2014,8480
48405,2015,8347
48405,2016,8283
48405,2017,8292
48405,2018,8232
48407,2014,27051
48407,2015,27358
48407,2016,27724
48407,2017,28242
48407,2018,28719
48409,2014,66665
48409,2015,67126
48409,2016,67322
48409,2017,67223
48409,2018,66893
48411,2014,5862
48411,2015,5930
48411,2016,5934
48411,2017,6032
48411,2018,6054
48413,2014,3165
48413,2015,3195
48413,2016,3057
48413,2017,2995
48413,2018,2895
48415,2014,17380
48415,2015,17566
48415,2016,17381
48415,2017,17004
48415,2018,16866
48417,2014,3320
48417,2015,3337
48417,2016,3341
48417,2017,3305
48417,2018,3253
48419,2014,25624
48419,2015,25414
48419,2016,25624
48419,2017,25311
48419,2018,25418
48421,2014,3064
48421,2015,3051
48421,2016,3056
48421,2017,3041
48421,2018,3079
48423,2014,219605
48423,2015,222447
48423,2016,225344
48423,2017,227460
48423,2018,230221
48425,2014,8562
48425,2015,8620
48425,2016,8672
48425,2017,8847
48425,2018,9016
48427,2014,63059
48427,2015,63595
48427,2016,64025
48427,2017,64267
48427,2018,64525
48429,2014,9345
48429,2015,9390
48429,2016,9385
48429,2017,9307
48429,2018,9433
48431,2014,1341
48431,2015,1336
48431,2016,1344
48431,2017,1301
48431,2018,1311
48433,2014,1388
48433,2015,1399
48433,2016,1404
48433,2017,1387
48433,2018,1362
48435,2014,3970
48435,2015,3916
48435,2016,3885
48435,2017,3798
48435,2018,3758
48437,2014,7555
48437,2015,7484
48437,2016,7438
48437,2017,7481
48437,2018,7462
48439,2014,1946639
48439,2015,1985924
48439,2016,2024925
48439,2017,2057468
48439,2018,2084931
48441,2014,135003
48441,2015,136141
48441,2016,136260
48441,2017,136696
48441,2018,137640
48443,2014,910
48443,2015,870
48443,2016,824
48443,2017,820
48443,2018,823
48445,2014,12795
48445,2015,12757
48445,2016,12779
48445,2017,12458
48445,2018,12287
48447,2014,1613
48447,2015,1559
48447,2016,1537
48447,2017,1519
48447,2018,1515
48449,2014,32530
48449,2015,32697
48449,2016,32583
48449,2017,32806
48449,2018,33033
48451,2014,116327
48451,2015,117501
48451,2016,117625
48451,2017,117689
48451,2018,118189
48453,2014,1152758
48453,2015,1180173
48453,2016,1206383
48453,2017,1227771
48453,2018,1248743
48455,2014,14300
48455,2015,14544
48455,2016,14552
48455,2017,14710
48455,2018,14740
48457,2014,21457
48457,2015,21372
48457,2016,21432
48457,2017,21523
48457,2018,21696
48459,2014,40286
48459,2015,40339
48459,2016,40809
48459,2017,41151
48459,2018,41260
48461,2014,3483
48461,2015,3656
48461,2016,3699
48461,2017,3661
48461,2018,3671
48463,2014,27046
48463,2015,26968
48463,2016,27088
48463,2017,27098
48463,2018,26846
48465,2014,48877
48465,2015,48951
48465,2016,49003
48465,2017,49096
48465,2018,49208
48467,2014,52799
48467,2015,53444
48467,2016,54378
48467,2017,55202
48467,2018,56019
48469,2014,91059
48469,2015,92178
48469,2016,92475
48469,2017,92103
48469,2018,92035
48471,2014,70086
48471,2015,70861
48471,2016,71887
48471,2017,72383
48471,2018,72480
48473,2014,46794
48473,2015,48663
48473,2016,50069
48473,2017,51285
48473,2018,53126
48475,2014,11574
48475,2015,11633
48475,2016,11580
48475,2017,11423
48475,2018,11720
48477,2014,34404
48477,2015,34833
48477,2016,34736
48477,2017,34897
48477,2018,35108
48479,2014,267732
48479,2015,270120
48479,2016,272520
48479,2017,273982
48479,2018,275910
48481,2014,41124
48481,2015,41426
48481,2016,41668
48481,2017,41916
48481,2018,41619
48483,2014,5699
48483,2015,5664
48483,2016,5529
48483,2017,5326
48483,2018,5191
48485,2014,132649
48485,2015,131034
48485,2016,131443
48485,2017,131899
48485,2018,132064
48487,2014,12991
48487,2015,13067
48487,2016,12904
48487,2017,12747
48487,2018,12820
48489,2014,21966
