FIPS5,yr,population
18061,2018,40350
18063,2014,155812
18063,2015,157754
18063,2016,160369
18063,2017,163758
18063,2018,167009
18065,2014,48889
18065,2015,48661
18065,2016,48348
18065,2017,48247
18065,2018,48271
18067,2014,82602
18067,2015,82340
18067,2016,82317
18067,2017,82311
18067,2018,82366
18069,2014,36610
18069,2015,36514
18069,2016,36288
18069,2017,36239
18069,2018,36240
18071,2014,43703
18071,2015,43886
18071,2016,44004
18071,2017,43987
18071,2018,44111
18073,2014,33514
18073,2015,33487
18073,2016,33416
18073,2017,33459
18073,2018,33370
18075,2014,21134
18075,2015,21136
18075,2016,21023
18075,2017,20907
18075,2018,20764
18077,2014,32403
18077,2015,32298
18077,2016,32230
18077,2017,32047
18077,2018,32208
18079,2014,27915
18079,2015,27829
18079,2016,27642
18079,2017,27638
18079,2018,27611
18081,2014,147103
18081,2015,148994
18081,2016,151575
18081,2017,153922
18081,2018,156225
18083,2014,37961
18083,2015,37763
18083,2016,37331
18083,2017,37094
18083,2018,36895
18085,2014,78382
18085,2015,78553
18085,2016,78742
18085,2017,79010
18085,2018,79344
18087,2014,38435
18087,2015,38614
18087,2016,39109
18087,2017,39222
18087,2018,39330
18089,2014,490973
18089,2015,487895
18089,2016,486199
18089,2017,484766
18089,2018,484411
18091,2014,111737
18091,2015,110853
18091,2016,110254
18091,2017,109911
18091,2018,110007
18093,2014,45648
18093,2015,45567
18093,2016,45588
18093,2017,45625
18093,2018,45668
18095,2014,129744
18095,2015,129383
18095,2016,129297
18095,2017,129460
18095,2018,129641
18097,2014,935449
18097,2015,939406
18097,2016,944139
18097,2017,948952
18097,2018,954670
18099,2014,46929
18099,2015,46740
18099,2016,46600
18099,2017,46460
18099,2018,46248
18101,2014,10238
18101,2015,10217
18101,2016,10191
18101,2017,10186
18101,2018,10217
18103,2014,36071
18103,2015,36001
18103,2016,36041
18103,2017,35827
18103,2018,35567
18105,2014,143410
18105,2015,144220
18105,2016,145748
18105,2017,146720
18105,2018,146917
18107,2014,38144
18107,2015,38242
18107,2016,38249
18107,2017,38397
18107,2018,38346
18109,2014,69515
18109,2015,69565
18109,2016,69628
18109,2017,69810
18109,2018,70116
18111,2014,14086
18111,2015,13968
18111,2016,13985
18111,2017,14041
18111,2018,14011
18113,2014,47380
18113,2015,47531
18113,2016,47426
18113,2017,47384
18113,2018,47532
18115,2014,5966
18115,2015,5887
18115,2016,5892
18115,2017,5845
18115,2018,5844
18117,2014,19761
18117,2015,19621
18117,2016,19460
18117,2017,19404
18117,2018,19489
18119,2014,21023
18119,2015,20830
18119,2016,20901
18119,2017,20793
18119,2018,20845
18121,2014,17241
18121,2015,16969
18121,2016,16939
18121,2017,16903
18121,2018,16927
18123,2014,19332
18123,2015,19307
18123,2016,18977
18123,2017,18988
18123,2018,19102
18125,2014,12500
18125,2015,12413
18125,2016,12398
18125,2017,12332
18125,2018,12410
18127,2014,167182
18127,2015,167365
18127,2016,167522
18127,2017,168544
18127,2018,169594
18129,2014,25596
18129,2015,25608
18129,2016,25634
18129,2017,25566
18129,2018,25540
18131,2014,12918
18131,2015,12796
18131,2016,12598
18131,2017,12518
18131,2018,12469
18133,2014,37673
18133,2015,37484
18133,2016,37251
18133,2017,37610
18133,2018,37779
18135,2014,25329
18135,2015,25134
18135,2016,25110
18135,2017,24954
18135,2018,24851
18137,2014,28341
18137,2015,28377
18137,2016,28398
18137,2017,28485
18137,2018,28523
18139,2014,16845
18139,2015,16710
18139,2016,16642
18139,2017,16659
18139,2018,16663
18141,2014,267749
18141,2015,268203
18141,2016,269484
18141,2017,269994
18141,2018,270771
18143,2014,23629
18143,2015,23657
18143,2016,23699
18143,2017,23853
18143,2018,23878
18145,2014,44374
18145,2015,44364
18145,2016,44259
18145,2017,44404
18145,2018,44593
18147,2014,20758
18147,2015,20639
18147,2016,20491
18147,2017,20417
18147,2018,20327
18149,2014,22953
18149,2015,22857
18149,2016,23015
18149,2017,22944
18149,2018,22935
18151,2014,34517
18151,2015,34491
18151,2016,34354
18151,2017,34421
18151,2018,34586
18153,2014,20993
18153,2015,20870
18153,2016,20709
18153,2017,20699
18153,2018,20690
18155,2014,10543
18155,2015,10589
18155,2016,10615
18155,2017,10674
18155,2018,10717
18157,2014,184466
18157,2015,186783
18157,2016,190504
18157,2017,191670
18157,2018,193048
18159,2014,15406
18159,2015,15252
18159,2016,15167
18159,2017,15139
18159,2018,15128
18161,2014,7241
18161,2015,7185
18161,2016,7140
18161,2017,7162
18161,2018,7037
18163,2014,181935
18163,2015,181449
18163,2016,181306
18163,2017,180900
18163,2018,180974
18165,2014,15658
18165,2015,15592
18165,2016,15586
18165,2017,15487
18165,2018,15479
18167,2014,107960
18167,2015,107586
18167,2016,107851
18167,2017,107681
18167,2018,107386
18169,2014,32101
18169,2015,31859
18169,2016,31504
18169,2017,31410
18169,2018,31280
18171,2014,8339
18171,2015,8270
18171,2016,8164
18171,2017,8198
18171,2018,8263
18173,2014,60959
18173,2015,61545
18173,2016,62066
18173,2017,62505
18173,2018,62567
18175,2014,27892
18175,2015,27779
18175,2016,27734
18175,2017,27788
18175,2018,27943
18177,2014,67377
18177,2015,66965
18177,2016,66609
18177,2017,66178
18177,2018,65936
18179,2014,27816
18179,2015,27847
18179,2016,27854
18179,2017,28014
18179,2018,28206
18181,2014,24436
18181,2015,24278
18181,2016,24075
18181,2017,24165
18181,2018,24133
18183,2014,33447
18183,2015,33453
18183,2016,33493
18183,2017,33777
18183,2018,34074
19001,2014,7367
19001,2015,7141
19001,2016,6998
19001,2017,7053
19001,2018,7063
19003,2014,3877
19003,2015,3753
19003,2016,3692
19003,2017,3663
19003,2018,3645
19005,2014,14058
19005,2015,13858
19005,2016,13850
19005,2017,13804
19005,2018,13832
19007,2014,12671
19007,2015,12572
19007,2016,12505
19007,2017,12363
19007,2018,12437
19009,2014,5771
19009,2015,5713
19009,2016,5629
19009,2017,5566
19009,2018,5506
19011,2014,25622
19011,2015,25601
19011,2016,25633
19011,2017,25633
19011,2018,25642
19013,2014,133403
19013,2015,133711
19013,2016,133116
19013,2017,132409
19013,2018,132408
19015,2014,26296
19015,2015,26453
19015,2016,26426
19015,2017,26476
19015,2018,26346
19017,2014,24665
19017,2015,24740
19017,2016,24737
19017,2017,24822
19017,2018,24947
19019,2014,21139
19019,2015,21115
19019,2016,21018
19019,2017,21156
19019,2018,21199
19021,2014,20622
19021,2015,20381
19021,2016,20322
19021,2017,20102
19021,2018,19874
19023,2014,14963
19023,2015,14886
19023,2016,14705
19023,2017,14582
19023,2018,14539
19025,2014,9845
19025,2015,9800
19025,2016,9808
19025,2017,9749
19025,2018,9699
19027,2014,20498
19027,2015,20419
19027,2016,20377
19027,2017,20273
19027,2018,20154
19029,2014,13392
19029,2015,13345
19029,2016,13161
19029,2017,13126
19029,2018,12930
19031,2014,18328
19031,2015,18308
19031,2016,18410
19031,2017,18551
19031,2018,18627
19033,2014,43206
19033,2015,42983
19033,2016,43088
19033,2017,42997
19033,2018,42647
19035,2014,11802
19035,2015,11487
19035,2016,11402
19035,2017,11330
19035,2018,11321
19037,2014,12250
19037,2015,12149
19037,2016,12096
19037,2017,12036
19037,2018,11964
19039,2014,9195
19039,2015,9210
19039,2016,9250
19039,2017,9331
19039,2018,9423
19041,2014,16485
19041,2015,16497
19041,2016,16296
19041,2017,16153
19041,2018,16134
19043,2014,17771
19043,2015,17727
19043,2016,17657
19043,2017,17650
19043,2018,17556
19045,2014,47894
19045,2015,47550
19045,2016,47228
19045,2017,46902
19045,2018,46518
19047,2014,17172
19047,2015,17095
19047,2016,17118
19047,2017,17119
19047,2018,17158
19049,2014,77742
19049,2015,80618
19049,2016,84257
19049,2017,87215
19049,2018,90180
19051,2014,8755
19051,2015,8776
19051,2016,8884
19051,2017,8991
19051,2018,9017
19053,2014,8208
19053,2015,8132
19053,2016,8045
19053,2017,7943
19053,2018,7890
19055,2014,17392
19055,2015,17389
19055,2016,17280
19055,2017,17158
19055,2018,17069
19057,2014,40092
19057,2015,39860
19057,2016,39588
19057,2017,39320
19057,2018,39138
19059,2014,16840
19059,2015,17005
19059,2016,17110
19059,2017,17173
19059,2018,17153
19061,2014,96483
19061,2015,96884
19061,2016,96782
19061,2017,97009
19061,2018,96854
19063,2014,9819
19063,2015,9698
19063,2016,9572
19063,2017,9414
19063,2018,9253
19065,2014,20289
19065,2015,20139
19065,2016,19851
19065,2017,19708
19065,2018,19660
19067,2014,16001
19067,2015,15910
19067,2016,15857
19067,2017,15761
19067,2018,15761
19069,2014,10434
19069,2015,10326
19069,2016,10183
19069,2017,10159
19069,2018,10124
19071,2014,7030
19071,2015,6913
19071,2016,6951
19071,2017,6952
19071,2018,6993
19073,2014,9123
19073,2015,8942
19073,2016,9000
19073,2017,8969
19073,2018,8981
19075,2014,12391
19075,2015,12404
19075,2016,12286
19075,2017,12322
19075,2018,12304
19077,2014,10685
19077,2015,10652
19077,2016,10646
19077,2017,10667
19077,2018,10720
19079,2014,15215
19079,2015,15223
19079,2016,15093
19079,2017,15069
19079,2018,14952
19081,2014,11041
19081,2015,11028
19081,2016,10887
19081,2017,10773
19081,2018,10712
19083,2014,17331
19083,2015,17256
19083,2016,17173
19083,2017,17007
19083,2018,16868
19085,2014,14266
19085,2015,14140
19085,2016,14048
19085,2017,14129
19085,2018,14134
19087,2014,19832
19087,2015,19844
19087,2016,19829
19087,2017,20060
19087,2018,20067
19089,2014,9351
19089,2015,9312
19089,2016,9253
19089,2017,9219
19089,2018,9187
19091,2014,9635
19091,2015,9550
19091,2016,9519
19091,2017,9578
19091,2018,9547
19093,2014,6970
19093,2015,6961
19093,2016,6954
19093,2017,6856
19093,2018,6841
19095,2014,16314
19095,2015,16278
19095,2016,16185
19095,2017,16118
19095,2018,16141
19097,2014,19427
19097,2015,19362
19097,2016,19387
19097,2017,19368
19097,2018,19432
19099,2014,36882
19099,2015,36740
19099,2016,36703
19099,2017,36985
19099,2018,37147
19101,2014,17792
19101,2015,17916
19101,2016,18064
19101,2017,18233
19101,2018,18381
19103,2014,142745
19103,2015,144931
19103,2016,146858
19103,2017,149213
19103,2018,151260
19105,2014,20542
19105,2015,20444
19105,2016,20424
19105,2017,20684
19105,2018,20744
19107,2014,10285
19107,2015,10172
19107,2016,10168
19107,2017,10149
19107,2018,10225
19109,2014,15227
19109,2015,15159
19109,2016,15110
19109,2017,14970
19109,2018,14908
19111,2014,35056
19111,2015,34893
19111,2016,34459
19111,2017,34243
19111,2018,34055
19113,2014,218125
19113,2015,220211
19113,2016,222081
19113,2017,224277
19113,2018,225909
19115,2014,11254
19115,2015,11279
19115,2016,11212
19115,2017,11203
19115,2018,11169
19117,2014,8633
19117,2015,8607
19117,2016,8552
19117,2017,8550
19117,2018,8645
19119,2014,11703
19119,2015,11751
19119,2016,11781
19119,2017,11797
19119,2018,11811
19121,2014,15615
19121,2015,15731
19121,2016,15824
19121,2017,16030
19121,2018,16249
19123,2014,22365
19123,2015,22308
19123,2016,22172
19123,2017,22197
19123,2018,22000
19125,2014,33270
19125,2015,33111
19125,2016,33143
19125,2017,33105
19125,2018,33407
19127,2014,40735
19127,2015,40364
19127,2016,40129
19127,2017,40148
19127,2018,39981
19129,2014,14761
19129,2015,14875
19129,2016,15035
19129,2017,15053
19129,2018,15063
19131,2014,10698
19131,2015,10675
19131,2016,10642
19131,2017,10570
19131,2018,10569
19133,2014,8899
19133,2015,8868
19133,2016,8790
19133,2017,8746
19133,2018,8679
19135,2014,7958
19135,2015,7922
19135,2016,7831
19135,2017,7815
19135,2018,7790
19137,2014,10382
19137,2015,10151
19137,2016,10128
19137,2017,10111
19137,2018,10003
19139,2014,42982
19139,2015,43020
19139,2016,42925
19139,2017,42892
19139,2018,42929
19141,2014,14043
19141,2015,13926
19141,2016,13933
19141,2017,13812
19141,2018,13840
19143,2014,6231
19143,2015,6163
19143,2016,6100
19143,2017,6039
19143,2018,6040
19145,2014,15483
19145,2015,15471
19145,2016,15349
19145,2017,15263
19145,2018,15249
19147,2014,9121
19147,2015,9137
19147,2016,9028
19147,2017,9059
19147,2018,8929
19149,2014,24912
19149,2015,24903
19149,2016,25192
19149,2017,25091
19149,2018,25095
19151,2014,7097
19151,2015,6964
19151,2016,6849
19151,2017,6840
19151,2018,6740
19153,2014,460977
19153,2015,467526
19153,2016,474579
19153,2017,481086
19153,2018,487204
19155,2014,93274
19155,2015,93608
19155,2016,93592
19155,2017,93510
19155,2018,93533
19157,2014,18606
19157,2015,18614
19157,2016,18543
19157,2017,18563
19157,2018,18699
19159,2014,4961
19159,2015,4976
19159,2016,4985
19159,2017,5029
19159,2018,4968
19161,2014,10046
19161,2015,9965
19161,2016,9812
19161,2017,9796
19161,2018,9719
19163,2014,171317
19163,2015,171927
19163,2016,172223
19163,2017,172692
19163,2018,173283
19165,2014,11878
19165,2015,11786
19165,2016,11653
19165,2017,11577
19165,2018,11578
19167,2014,34641
19167,2015,34769
19167,2016,34965
19167,2017,34841
19167,2018,34909
19169,2014,95797
19169,2015,96605
19169,2016,96845
19169,2017,97260
19169,2018,98105
19171,2014,17311
19171,2015,17217
19171,2016,17191
19171,2017,17055
19171,2018,16904
19173,2014,6172
19173,2015,6256
19173,2016,6239
19173,2017,6148
19173,2018,6191
19175,2014,12624
19175,2015,12434
19175,2016,12368
19175,2017,12481
19175,2018,12359
19177,2014,7391
19177,2015,7297
19177,2016,7241
19177,2017,7164
19177,2018,7020
19179,2014,35430
19179,2015,35505
19179,2016,35330
19179,2017,35107
19179,2018,35205
19181,2014,47828
19181,2015,48465
19181,2016,49353
19181,2017,50102
19181,2018,51056
19183,2014,22032
19183,2015,22147
19183,2016,22137
19183,2017,22257
19183,2018,22141
19185,2014,6376
19185,2015,6358
19185,2016,6444
19185,2017,6486
19185,2018,6401
19187,2014,37070
19187,2015,37048
19187,2016,36746
19187,2017,36643
19187,2018,36277
19189,2014,10554
19189,2015,10597
19189,2016,10597
19189,2017,10588
19189,2018,10518
19191,2014,20694
19191,2015,20736
19191,2016,20413
19191,2017,20131
19191,2018,20029
19193,2014,102309
19193,2015,102491
19193,2016,102600
19193,2017,102052
19193,2018,102539
19195,2014,7557
19195,2015,7502
19195,2016,7470
19195,2017,7461
19195,2018,7453
19197,2014,12905
19197,2015,12843
19197,2016,12835
19197,2017,12749
19197,2018,12690
20001,2014,12890
20001,2015,12662
20001,2016,12634
20001,2017,12518
20001,2018,12444
20003,2014,7881
20003,2015,7817
20003,2016,7815
20003,2017,7860
20003,2018,7878
20005,2014,16524
20005,2015,16419
20005,2016,16376
20005,2017,16301
20005,2018,16193
20007,2014,4882
20007,2015,4824
20007,2016,4673
20007,2017,4583
20007,2018,4472
20009,2014,27345
20009,2015,27173
20009,2016,26896
20009,2017,26432
20009,2018,26111
20011,2014,14798
20011,2015,14742
20011,2016,14642
20011,2017,14676
20011,2018,14653
20013,2014,9781
20013,2015,9698
20013,2016,9633
20013,2017,9612
20013,2018,9598
20015,2014,65867
20015,2015,66245
20015,2016,66628
20015,2017,66836
20015,2018,66765
20017,2014,2653
20017,2015,2655
20017,2016,2631
20017,2017,2658
20017,2018,2629
20019,2014,3455
20019,2015,3386
20019,2016,3359
20019,2017,3328
20019,2018,3309
20021,2014,20766
20021,2015,20527
20021,2016,20232
20021,2017,20114
20021,2018,20015
20023,2014,2686
20023,2015,2677
20023,2016,2674
20023,2017,2690
20023,2018,2660
20025,2014,2114
20025,2015,2081
20025,2016,2064
20025,2017,1999
20025,2018,2005
20027,2014,8302
20027,2015,8294
20027,2016,8101
20027,2017,8016
20027,2018,7997
20029,2014,9332
20029,2015,9200
20029,2016,9095
20029,2017,8944
20029,2018,8729
20031,2014,8395
20031,2015,8290
20031,2016,8333
20031,2017,8228
20031,2018,8233
20033,2014,1950
20033,2015,1827
20033,2016,1840
20033,2017,1767
20033,2018,1748
20035,2014,35889
20035,2015,35773
20035,2016,35717
20035,2017,35356
20035,2018,35218
20037,2014,39263
20037,2015,39151
20037,2016,39078
20037,2017,39031
20037,2018,39019
20039,2014,2897
20039,2015,2926
20039,2016,2832
20039,2017,2878
20039,2018,2871
20041,2014,19303
20041,2015,19204
20041,2016,18955
20041,2017,18842
20041,2018,18717
20043,2014,7839
20043,2015,7784
20043,2016,7712
20043,2017,7665
20043,2018,7682
20045,2014,116448
20045,2015,118222
20045,2016,119858
20045,2017,120629
20045,2018,121436
20047,2014,3025
20047,2015,2956
20047,2016,2901
20047,2017,2893
20047,2018,2849
20049,2014,2695
20049,2015,2573
20049,2016,2510
20049,2017,2522
20049,2018,2508
20051,2014,28963
20051,2015,29002
20051,2016,28948
20051,2017,28769
20051,2018,28710
20053,2014,6349
20053,2015,6307
20053,2016,6304
20053,2017,6307
20053,2018,6196
20055,2014,37148
20055,2015,37208
20055,2016,36963
20055,2017,36853
20055,2018,36611
20057,2014,34958
20057,2015,34693
20057,2016,34594
20057,2017,34288
20057,2018,33888
20059,2014,25528
20059,2015,25469
20059,2016,25530
20059,2017,25657
20059,2018,25631
20061,2014,36451
20061,2015,36660
20061,2016,35136
20061,2017,33633
20061,2018,32594
20063,2014,2748
20063,2015,2698
20063,2016,2623
20063,2017,2630
20063,2018,2612
20065,2014,2557
20065,2015,2597
20065,2016,2573
20065,2017,2505
20065,2018,2492
20067,2014,7799
20067,2015,7737
20067,2016,7689
20067,2017,7518
20067,2018,7336
20069,2014,6061
20069,2015,6077
20069,2016,6020
20069,2017,5996
20069,2018,6033
20071,2014,1301
20071,2015,1301
20071,2016,1277
20071,2017,1233
20071,2018,1227
20073,2014,6288
20073,2015,6233
20073,2016,6109
20073,2017,6094
20073,2018,6055
20075,2014,2659
20075,2015,2565
20075,2016,2629
20075,2017,2620
20075,2018,2607
20077,2014,5827
20077,2015,5781
20077,2016,5669
20077,2017,5583
20077,2018,5506
20079,2014,34603
20079,2015,34811
20079,2016,34736
20079,2017,34413
20079,2018,34210
20081,2014,4099
20081,2015,4088
20081,2016,4022
20081,2017,4031
20081,2018,3997
20083,2014,1883
20083,2015,1860
20083,2016,1834
20083,2017,1849
20083,2018,1818
20085,2014,13437
20085,2015,13284
20085,2016,13269
20085,2017,13321
20085,2018,13280
20087,2014,18822
20087,2015,18813
20087,2016,18842
20087,2017,18990
20087,2018,18975
20089,2014,3043
20089,2015,2962
20089,2016,2880
20089,2017,2855
20089,2018,2841
20091,2014,573043
20091,2015,579708
20091,2016,585921
20091,2017,591284
20091,2018,597555
20093,2014,3939
20093,2015,3936
20093,2016,3902
20093,2017,3940
20093,2018,3943
20095,2014,7683
20095,2015,7634
20095,2016,7412
20095,2017,7313
20095,2018,7310
20097,2014,2532
20097,2015,2572
20097,2016,2510
20097,2017,2501
20097,2018,2516
20099,2014,20774
20099,2015,20630
20099,2016,20313
20099,2017,20152
20099,2018,19964
20101,2014,1666
20101,2015,1630
20101,2016,1593
20101,2017,1546
20101,2018,1560
20103,2014,78537
20103,2015,79099
20103,2016,80190
20103,2017,81032
20103,2018,81352
20105,2014,3183
20105,2015,3144
20105,2016,3082
20105,2017,3051
20105,2018,3023
20107,2014,9537
20107,2015,9582
20107,2016,9608
20107,2017,9696
20107,2018,9750
20109,2014,2768
20109,2015,2786
20109,2016,2818
20109,2017,2834
20109,2018,2844
20111,2014,33154
20111,2015,33165
20111,2016,33425
20111,2017,33344
20111,2018,33406
20113,2014,28893
20113,2015,28634
20113,2016,28411
20113,2017,28673
20113,2018,28537
20115,2014,12185
20115,2015,12047
20115,2016,12008
20115,2017,11972
20115,2018,11950
20117,2014,9943
20117,2015,9842
20117,2016,9783
20117,2017,9698
20117,2018,9722
20119,2014,4358
20119,2015,4303
20119,2016,4238
20119,2017,4260
20119,2018,4146
20121,2014,32868
20121,2015,32756
20121,2016,32916
20121,2017,33413
20121,2018,33680
20123,2014,6246
20123,2015,6300
20123,2016,6224
20123,2017,6191
20123,2018,6150
20125,2014,34095
20125,2015,33426
20125,2016,32820
20125,2017,32388
20125,2018,32120
20127,2014,5664
20127,2015,5628
20127,2016,5552
20127,2017,5466
20127,2018,5521
20129,2014,3040
20129,2015,2952
20129,2016,2787
20129,2017,2744
20129,2018,2667
20131,2014,10087
20131,2015,10093
20131,2016,10088
20131,2017,10098
20131,2018,10155
20133,2014,16323
20133,2015,16261
20133,2016,16062
20133,2017,16028
20133,2018,15951
20135,2014,3089
20135,2015,3015
20135,2016,2953
20135,2017,2878
20135,2018,2840
20137,2014,5534
20137,2015,5538
20137,2016,5494
20137,2017,5436
20137,2018,5430
20139,2014,15969
20139,2015,15863
20139,2016,15807
20139,2017,15830
20139,2018,15941
20141,2014,3752
20141,2015,3642
20141,2016,3592
20141,2017,3556
20141,2018,3475
20143,2014,6029
20143,2015,5937
20143,2016,5908
20143,2017,5834
20143,2018,5802
20145,2014,6822
20145,2015,6768
20145,2016,6717
20145,2017,6670
20145,2018,6562
20147,2014,5496
20147,2015,5421
20147,2016,5404
20147,2017,5400
20147,2018,5317
20149,2014,22738
20149,2015,23126
20149,2016,23612
20149,2017,23972
20149,2018,24277
20151,2014,9767
20151,2015,9696
20151,2016,9554
20151,2017,9513
20151,2018,9378
20153,2014,2543
20153,2015,2508
20153,2016,2500
20153,2017,2485
20153,2018,2508
20155,2014,63699
20155,2015,63591
20155,2016,63184
20155,2017,62688
20155,2018,62342
20157,2014,4741
20157,2015,4688
20157,2016,4660
20157,2017,4675
20157,2018,4664
20159,2014,9968
20159,2015,9925
20159,2016,9788
20159,2017,9598
20159,2018,9531
20161,2014,76485
20161,2015,77149
20161,2016,75163
20161,2017,73982
20161,2018,73703
20163,2014,5204
20163,2015,5182
20163,2016,5123
20163,2017,5067
20163,2018,5013
20165,2014,3162
20165,2015,3100
20165,2016,3055
20165,2017,3065
20165,2018,3093
20167,2014,7004
20167,2015,7040
20167,2016,7004
20167,2017,6929
20167,2018,6907
20169,2014,55524
20169,2015,55453
20169,2016,54977
20169,2017,54529
20169,2018,54401
20171,2014,4969
20171,2015,4952
20171,2016,4983
20171,2017,4943
20171,2018,4897
20173,2014,509072
20173,2015,511164
20173,2016,513188
20173,2017,513289
20173,2018,513607
20175,2014,23335
20175,2015,23270
20175,2016,22878
20175,2017,22199
20175,2018,21780
20177,2014,178586
20177,2015,178736
20177,2016,178426
20177,2017,178173
20177,2018,177499
20179,2014,2502
20179,2015,2476
20179,2016,2487
20179,2017,2531
20179,2018,2533
20181,2014,6067
20181,2015,5963
20181,2016,5954
20181,2017,5948
20181,2018,5899
20183,2014,3729
20183,2015,3689
20183,2016,3656
20183,2017,3636
20183,2018,3603
20185,2014,4282
20185,2015,4216
20185,2016,4186
20185,2017,4207
20185,2018,4178
20187,2014,2139
20187,2015,2069
20187,2016,2089
20187,2017,2029
20187,2018,1987
20189,2014,5842
20189,2015,5795
20189,2016,5661
20189,2017,5573
20189,2018,5559
20191,2014,23379
20191,2015,23403
20191,2016,23165
20191,2017,23098
20191,2018,22996
20193,2014,7836
20193,2015,7896
20193,2016,7847
20193,2017,7830
20193,2018,7711
20195,2014,2895
20195,2015,2906
20195,2016,2849
20195,2017,2848
20195,2018,2793
20197,2014,6938
20197,2015,6884
20197,2016,6881
20197,2017,6839
20197,2018,6899
20199,2014,1501
20199,2015,1505
20199,2016,1502
20199,2017,1526
20199,2018,1503
20201,2014,5610
20201,2015,5568
20201,2016,5563
20201,2017,5466
20201,2018,5420
20203,2014,2185
20203,2015,2164
20203,2016,2130
20203,2017,2130
20203,2018,2105
20205,2014,8973
20205,2015,8848
20205,2016,8700
20205,2017,8712
20205,2018,8665
20207,2014,3188
20207,2015,3144
20207,2016,3190
20207,2017,3145
20207,2018,3183
20209,2014,162320
20209,2015,163832
20209,2016,164934
20209,2017,165313
20209,2018,165324
21001,2014,19265
21001,2015,19168
21001,2016,19264
21001,2017,19294
21001,2018,19215
21003,2014,20510
21003,2015,20678
21003,2016,20738
21003,2017,20921
21003,2018,21122
21005,2014,21853
21005,2015,21891
21005,2016,22146
21005,2017,22518
21005,2018,22663
21007,2014,8189
21007,2015,8216
21007,2016,8045
21007,2017,8021
21007,2018,7979
21009,2014,43048
21009,2015,43566
21009,2016,43794
21009,2017,43815
21009,2018,44176
21011,2014,12131
21011,2015,12201
21011,2016,12245
21011,2017,12378
21011,2018,12383
21013,2014,27847
21013,2015,27391
21013,2016,27231
21013,2017,26904
21013,2018,26569
21015,2014,126330
21015,2015,127818
21015,2016,129185
21015,2017,130611
21015,2018,131533
21017,2014,20074
21017,2015,20182
21017,2016,20147
21017,2017,20132
21017,2018,20184
21019,2014,48840
21019,2015,48506
21019,2016,48109
21019,2017,47759
21019,2018,47240
21021,2014,29810
21021,2015,29762
21021,2016,29933
21021,2017,29958
21021,2018,30100
21023,2014,8357
21023,2015,8288
21023,2016,8367
21023,2017,8277
21023,2018,8239
21025,2014,13371
21025,2015,13369
21025,2016,13182
21025,2017,12931
21025,2018,12726
21027,2014,19887
21027,2015,19987
21027,2016,19988
21027,2017,20151
21027,2018,20388
21029,2014,78052
21029,2015,78696
21029,2016,79231
21029,2017,80284
21029,2018,81069
21031,2014,12736
21031,2015,12734
21031,2016,12683
21031,2017,12798
21031,2018,12772
21033,2014,12852
21033,2015,12752
21033,2016,12637
21033,2017,12677
21033,2018,12715
21035,2014,38465
21035,2015,38658
21035,2016,38759
21035,2017,38865
21035,2018,39135
21037,2014,91637
21037,2015,91945
21037,2016,92055
21037,2017,92547
21037,2018,93152
21039,2014,4963
21039,2015,4856
21039,2016,4787
21039,2017,4828
21039,2018,4771
21041,2014,10755
21041,2015,10700
21041,2016,10633
21041,2017,10728
21041,2018,10737
21043,2014,27521
21043,2015,27443
21043,2016,27290
21043,2017,27193
21043,2018,27004
21045,2014,15783
21045,2015,15746
21045,2016,15768
21045,2017,15794
21045,2018,15888
21047,2014,73379
21047,2015,73155
21047,2016,71860
21047,2017,71252
21047,2018,71671
21049,2014,35631
21049,2015,35675
21049,2016,35863
21049,2017,35940
21049,2018,36249
21051,2014,21094
21051,2015,20990
21051,2016,20643
21051,2017,20273
21051,2018,20105
21053,2014,10213
21053,2015,10189
21053,2016,10208
21053,2017,10239
21053,2018,10206
21055,2014,9176
21055,2015,9169
21055,2016,9133
21055,2017,9021
21055,2018,8915
21057,2014,6727
21057,2015,6743
21057,2016,6738
21057,2017,6696
21057,2018,6659
21059,2014,98485
21059,2015,99509
21059,2016,100043
21059,2017,100546
21059,2018,101104
21061,2014,12010
21061,2015,11995
21061,2016,12081
21061,2017,12248
21061,2018,12274
21063,2014,7533
21063,2015,7548
21063,2016,7490
21063,2017,7508
21063,2018,7508
21065,2014,14445
21065,2015,14377
21065,2016,14318
21065,2017,14227
21065,2018,14198
21067,2014,311955
21067,2015,316002
21067,2016,319738
21067,2017,322193
21067,2018,323780
21069,2014,14478
21069,2015,14578
21069,2016,14479
21069,2017,14428
21069,2018,14432
21071,2014,38010
21071,2015,37535
21071,2016,36979
21071,2017,36261
21071,2018,35845
21073,2014,49750
21073,2015,50096
21073,2016,50313
21073,2017,50504
21073,2018,50815
21075,2014,6267
21075,2015,6269
21075,2016,6190
21075,2017,6204
21075,2018,6120
21077,2014,8626
21077,2015,8601
21077,2016,8711
21077,2017,8745
21077,2018,8832
21079,2014,16981
21079,2015,17213
21079,2016,17387
21079,2017,17497
21079,2018,17560
21081,2014,24814
21081,2015,24727
21081,2016,24915
21081,2017,25000
21081,2018,25121
21083,2014,37575
21083,2015,37230
21083,2016,37175
21083,2017,37173
21083,2018,37317
21085,2014,26075
21085,2015,26143
21085,2016,26088
21085,2017,26264
21085,2018,26321
21087,2014,11038
21087,2015,10973
21087,2016,10990
21087,2017,11064
21087,2018,11049
21089,2014,36280
21089,2015,35983
21089,2016,35804
21089,2017,35491
21089,2018,35268
21091,2014,8685
21091,2015,8644
21091,2016,8728
